date,company,profit,country,device,quarter
2025-01-29 06:01:37.896348,Beta Solutions,559.22,Germany,Mobile,0
2025-10-30 06:01:37.896348,Gamma LLC,96.77,Germany,Tablet,1
2025-02-22 06:01:37.896348,Epsilon,312.32,France,Tablet,0
2025-05-14 06:01:37.896348,Epsilon,492.9,Canada,Mobile,1
2025-03-04 06:01:37.896348,Epsilon,178.78,France,Mobile,1
2025-05-16 06:01:37.896348,Gamma LLC,515.3,Canada,Desktop,0
2025-03-24 06:01:37.896348,Delta Inc.,977.53,USA,Mobile,1
2025-11-10 06:01:37.896348,Delta Inc.,239.05,UK,Desktop,0
2025-09-30 06:01:37.896348,Delta Inc.,767.24,France,Mobile,0
2025-07-26 06:01:37.896348,Alpha,127.29,Japan,Tablet,0
2025-06-21 06:01:37.896348,Beta Solutions,670.69,Japan,Mobile,1
2025-05-17 06:01:37.896348,Gamma LLC,406.73,UK,Tablet,0
2025-01-11 06:01:37.896348,Alpha,696.81,Germany,Desktop,1
2025-05-10 06:01:37.896348,Alpha,759.47,Canada,Tablet,0
2025-03-02 06:01:37.896348,Delta Inc.,486.04,UK,Tablet,1
2025-06-09 06:01:37.896348,Gamma LLC,635.06,UK,Tablet,0
2025-10-19 06:01:37.896348,Gamma LLC,840.41,Germany,Desktop,1
2025-10-24 06:01:37.896348,Beta Solutions,312.17,Germany,Tablet,1
2025-04-16 06:01:37.896348,Beta Solutions,680.85,UK,Desktop,1
2025-08-21 06:01:37.896348,Epsilon,171.09,France,Desktop,0
2025-09-01 06:01:37.896348,Delta Inc.,397.48,USA,Tablet,0
2025-04-12 06:01:37.896348,Gamma LLC,859.89,Germany,Mobile,0
2024-12-23 06:01:37.896348,Delta Inc.,300.14,France,Mobile,1
2025-04-11 06:01:37.896348,Epsilon,421.27,France,Mobile,0
2025-05-15 06:01:37.896348,Delta Inc.,949.29,UK,Desktop,0
2025-01-25 06:01:37.896348,Epsilon,337.84,Canada,Tablet,0
2025-03-27 06:01:37.896348,Epsilon,866.69,Canada,Desktop,0
2025-09-03 06:01:37.896348,Delta Inc.,302.65,UK,Tablet,0
2025-07-05 06:01:37.896348,Epsilon,828.58,Germany,Tablet,1
2024-11-24 06:01:37.896348,Beta Solutions,40.46,France,Desktop,1
2025-03-03 06:01:37.896348,Alpha,53.37,Canada,Tablet,1
2025-03-29 06:01:37.896348,Delta Inc.,315.77,Canada,Tablet,0
2025-05-13 06:01:37.896348,Alpha,347.54,USA,Tablet,1
2025-11-08 06:01:37.896348,Alpha,32.23,Japan,Desktop,0
2025-10-02 06:01:37.896348,Delta Inc.,241.8,Germany,Desktop,0
2024-12-19 06:01:37.896348,Alpha,177.83,France,Tablet,1
2025-04-30 06:01:37.896348,Delta Inc.,238.41,UK,Desktop,1
2025-04-19 06:01:37.896348,Gamma LLC,285.55,Japan,Mobile,0
2025-05-15 06:01:37.896348,Delta Inc.,316.01,Canada,Mobile,1
2025-09-16 06:01:37.896348,Gamma LLC,127.25,Canada,Mobile,1
2024-12-29 06:01:37.896348,Gamma LLC,784.43,UK,Tablet,1
2025-08-21 06:01:37.896348,Delta Inc.,339.23,Japan,Tablet,0
2025-09-04 06:01:37.896348,Delta Inc.,413.74,USA,Desktop,1
2024-12-08 06:01:37.896348,Delta Inc.,179.45,Germany,Desktop,1
2025-10-23 06:01:37.896348,Alpha,947.07,UK,Desktop,1
2025-08-13 06:01:37.896348,Epsilon,225.98,USA,Desktop,1
2025-08-16 06:01:37.896348,Gamma LLC,504.36,USA,Mobile,1
2025-06-07 06:01:37.896348,Gamma LLC,670.67,Japan,Mobile,1
2025-11-13 06:01:37.896348,Beta Solutions,723.24,Japan,Tablet,0
2025-08-14 06:01:37.896348,Beta Solutions,575.09,USA,Mobile,1
2025-09-20 06:01:37.896348,Epsilon,63.92,UK,Mobile,1
2025-04-23 06:01:37.896348,Alpha,368.87,Canada,Mobile,0
2025-10-24 06:01:37.896348,Delta Inc.,776.91,Canada,Desktop,0
2024-12-03 06:01:37.896348,Gamma LLC,389.68,USA,Desktop,0
2025-01-01 06:01:37.896348,Alpha,789.76,France,Mobile,1
2025-07-11 06:01:37.896348,Beta Solutions,902.47,USA,Desktop,0
2025-11-17 06:01:37.896348,Delta Inc.,576.08,France,Mobile,1
2025-10-08 06:01:37.896348,Epsilon,764.46,France,Desktop,0
2025-01-24 06:01:37.896348,Gamma LLC,179.23,France,Desktop,1
2025-04-07 06:01:37.896348,Alpha,795.29,Japan,Mobile,0
2025-05-11 06:01:37.896348,Epsilon,692.95,USA,Mobile,0
2025-01-07 06:01:37.896348,Alpha,118.69,Germany,Tablet,0
2025-01-30 06:01:37.896348,Gamma LLC,461.11,Canada,Desktop,1
2025-10-11 06:01:37.896348,Epsilon,764.53,Japan,Tablet,0
2025-10-08 06:01:37.896348,Gamma LLC,417.48,USA,Desktop,0
2025-04-03 06:01:37.896348,Beta Solutions,422.95,Canada,Tablet,0
2025-08-05 06:01:37.896348,Alpha,134.37,UK,Desktop,0
2025-07-12 06:01:37.896348,Alpha,703.9,UK,Tablet,0
2024-12-25 06:01:37.896348,Alpha,188.25,UK,Mobile,0
2025-03-22 06:01:37.896348,Epsilon,364.87,Canada,Desktop,1
2025-05-22 06:01:37.896348,Alpha,209.77,France,Mobile,1
2025-06-11 06:01:37.896348,Beta Solutions,764.29,Canada,Mobile,0
2025-05-11 06:01:37.896348,Gamma LLC,126.04,UK,Mobile,1
2025-07-16 06:01:37.896348,Beta Solutions,124.06,UK,Desktop,0
2025-05-10 06:01:37.896348,Delta Inc.,811.32,UK,Desktop,1
2025-11-15 06:01:37.896348,Gamma LLC,696.96,Japan,Tablet,1
2025-03-16 06:01:37.896348,Alpha,853.11,France,Mobile,0
2025-01-29 06:01:37.896348,Delta Inc.,526.9,UK,Desktop,1
2024-11-26 06:01:37.896348,Beta Solutions,88.44,Germany,Tablet,0
2025-07-14 06:01:37.896348,Delta Inc.,360.49,France,Desktop,1
2025-05-11 06:01:37.896348,Alpha,600.66,USA,Desktop,0
2025-06-20 06:01:37.896348,Gamma LLC,550.94,France,Mobile,0
2025-05-02 06:01:37.896348,Beta Solutions,493.47,Japan,Tablet,0
2025-06-07 06:01:37.896348,Delta Inc.,414.74,USA,Desktop,1
2025-11-15 06:01:37.896348,Delta Inc.,350.67,Germany,Mobile,1
2025-06-16 06:01:37.896348,Delta Inc.,171.0,UK,Mobile,1
2025-05-13 06:01:37.896348,Delta Inc.,295.67,Canada,Mobile,0
2025-03-06 06:01:37.896348,Delta Inc.,467.95,USA,Tablet,1
2025-01-12 06:01:37.896348,Beta Solutions,126.18,Canada,Desktop,1
2025-10-20 06:01:37.896348,Epsilon,504.21,USA,Tablet,0
2025-03-17 06:01:37.896348,Alpha,812.48,UK,Mobile,1
2025-06-19 06:01:37.896348,Alpha,251.76,France,Tablet,1
2024-12-07 06:01:37.896348,Beta Solutions,45.63,UK,Desktop,0
2025-07-26 06:01:37.896348,Alpha,159.6,USA,Desktop,0
2024-11-28 06:01:37.896348,Alpha,606.48,Japan,Desktop,0
2025-05-18 06:01:37.896348,Beta Solutions,762.27,UK,Desktop,0
2024-12-12 06:01:37.896348,Beta Solutions,987.98,USA,Mobile,1
2025-08-03 06:01:37.896348,Epsilon,559.98,Canada,Tablet,0
2025-05-21 06:01:37.896348,Epsilon,156.47,Canada,Desktop,0
2025-03-31 06:01:37.896348,Delta Inc.,440.61,France,Tablet,0
2025-03-03 06:01:37.896348,Epsilon,981.3,USA,Desktop,1
2024-12-20 06:01:37.896348,Delta Inc.,841.87,Japan,Tablet,1
2025-03-02 06:01:37.896348,Gamma LLC,341.31,UK,Tablet,1
2025-09-04 06:01:37.896348,Delta Inc.,85.99,Germany,Tablet,0
2025-03-08 06:01:37.896348,Beta Solutions,826.1,Japan,Desktop,0
2025-01-18 06:01:37.896348,Epsilon,50.13,Canada,Tablet,1
2025-02-19 06:01:37.896348,Gamma LLC,359.46,Japan,Mobile,0
2025-01-03 06:01:37.896348,Beta Solutions,422.61,Japan,Tablet,1
2025-08-31 06:01:37.896348,Gamma LLC,144.63,UK,Desktop,0
2025-01-03 06:01:37.896348,Gamma LLC,850.1,France,Mobile,0
2025-08-04 06:01:37.896348,Delta Inc.,633.57,USA,Mobile,0
2025-01-06 06:01:37.896348,Gamma LLC,589.03,UK,Desktop,1
2025-11-20 06:01:37.896348,Epsilon,406.92,Germany,Mobile,0
2025-11-11 06:01:37.896348,Alpha,704.6,UK,Desktop,1
2025-10-13 06:01:37.896348,Delta Inc.,145.77,Japan,Desktop,0
2025-11-05 06:01:37.896348,Beta Solutions,353.23,Japan,Mobile,0
2025-08-22 06:01:37.896348,Beta Solutions,504.05,UK,Desktop,1
2025-01-17 06:01:37.896348,Alpha,389.44,Canada,Mobile,0
2025-03-06 06:01:37.896348,Epsilon,893.15,France,Mobile,0
2024-12-26 06:01:37.896348,Gamma LLC,518.47,UK,Tablet,0
2025-07-05 06:01:37.896348,Epsilon,832.83,Germany,Tablet,0
2025-09-30 06:01:37.896348,Delta Inc.,724.81,Germany,Tablet,1
2025-10-13 06:01:37.896348,Epsilon,890.65,USA,Mobile,1
2025-07-31 06:01:37.896348,Delta Inc.,263.59,France,Desktop,0
2024-12-29 06:01:37.896348,Epsilon,238.59,Canada,Mobile,0
2025-08-02 06:01:37.896348,Gamma LLC,536.48,USA,Mobile,0
2025-02-24 06:01:37.896348,Beta Solutions,85.1,France,Tablet,1
2025-08-08 06:01:37.896348,Beta Solutions,380.71,France,Mobile,1
2025-06-06 06:01:37.896348,Epsilon,21.6,France,Desktop,0
2025-03-25 06:01:37.896348,Delta Inc.,448.92,Japan,Desktop,1
2025-01-19 06:01:37.896348,Delta Inc.,349.65,Germany,Mobile,1
2025-09-18 06:01:37.896348,Alpha,302.87,France,Mobile,1
2025-02-26 06:01:37.896348,Gamma LLC,770.8,Canada,Mobile,0
2025-07-15 06:01:37.896348,Alpha,736.39,Canada,Desktop,0
2025-09-16 06:01:37.896348,Gamma LLC,161.65,Germany,Desktop,0
2025-11-14 06:01:37.896348,Alpha,834.28,Canada,Desktop,0
2025-02-16 06:01:37.896348,Beta Solutions,22.36,France,Mobile,0
2025-01-13 06:01:37.896348,Delta Inc.,908.56,France,Mobile,1
2025-02-06 06:01:37.896348,Alpha,968.98,Japan,Tablet,1
2025-07-28 06:01:37.896348,Alpha,813.03,Canada,Mobile,0
2024-12-01 06:01:37.896348,Epsilon,690.2,UK,Desktop,0
2025-04-07 06:01:37.896348,Alpha,787.99,Canada,Mobile,0
2025-04-24 06:01:37.896348,Alpha,813.14,USA,Desktop,1
2025-06-05 06:01:37.896348,Gamma LLC,362.51,Germany,Mobile,0
2025-02-23 06:01:37.896348,Alpha,863.13,Germany,Desktop,1
2025-07-05 06:01:37.896348,Alpha,352.83,Germany,Desktop,0
2025-11-02 06:01:37.896348,Epsilon,564.18,Germany,Desktop,1
2025-10-04 06:01:37.896348,Gamma LLC,644.46,UK,Tablet,0
2025-09-20 06:01:37.896348,Gamma LLC,100.93,Germany,Mobile,0
2025-11-09 06:01:37.896348,Gamma LLC,824.43,Germany,Mobile,1
2025-02-24 06:01:37.896348,Beta Solutions,543.15,Germany,Tablet,1
2025-08-10 06:01:37.896348,Beta Solutions,844.5,Japan,Mobile,1
2025-11-03 06:01:37.896348,Beta Solutions,691.33,USA,Desktop,1
2025-03-22 06:01:37.896348,Beta Solutions,431.16,Japan,Desktop,1
2025-08-27 06:01:37.896348,Beta Solutions,315.23,Japan,Tablet,1
2025-06-25 06:01:37.896348,Epsilon,65.73,USA,Mobile,0
2024-12-13 06:01:37.896348,Gamma LLC,884.38,Japan,Mobile,0
2025-10-06 06:01:37.896348,Epsilon,252.61,Japan,Tablet,1
2025-05-05 06:01:37.896348,Alpha,419.21,France,Desktop,0
2025-02-22 06:01:37.896348,Epsilon,583.4,France,Tablet,1
2024-12-06 06:01:37.896348,Epsilon,640.2,Canada,Tablet,0
2025-08-03 06:01:37.896348,Epsilon,665.06,UK,Mobile,1
2025-01-07 06:01:37.896348,Epsilon,50.36,France,Desktop,0
2025-02-19 06:01:37.896348,Beta Solutions,436.59,Germany,Mobile,1
2025-07-01 06:01:37.896348,Gamma LLC,157.28,Japan,Mobile,0
2025-07-06 06:01:37.896348,Epsilon,747.66,Japan,Tablet,0
2025-04-20 06:01:37.896348,Beta Solutions,425.99,USA,Tablet,0
2024-12-14 06:01:37.896348,Delta Inc.,517.35,France,Tablet,1
2025-01-06 06:01:37.896348,Delta Inc.,244.91,France,Mobile,0
2025-08-05 06:01:37.896348,Gamma LLC,949.94,Germany,Tablet,1
2025-04-01 06:01:37.896348,Gamma LLC,439.07,Japan,Tablet,0
2025-09-12 06:01:37.896348,Epsilon,816.77,France,Desktop,0
2025-02-27 06:01:37.896348,Epsilon,918.85,France,Mobile,0
2025-08-02 06:01:37.896348,Delta Inc.,33.17,USA,Tablet,1
2024-12-12 06:01:37.896348,Epsilon,298.82,Japan,Tablet,1
2025-01-10 06:01:37.896348,Beta Solutions,157.58,Germany,Tablet,1
2025-09-27 06:01:37.896348,Delta Inc.,902.22,France,Tablet,0
2025-01-22 06:01:37.896348,Delta Inc.,265.65,USA,Tablet,0
2025-09-10 06:01:37.896348,Delta Inc.,193.57,Japan,Mobile,1
2024-12-04 06:01:37.896348,Alpha,358.65,USA,Mobile,1
2025-11-13 06:01:37.896348,Epsilon,794.84,Germany,Tablet,0
2024-12-17 06:01:37.896348,Gamma LLC,348.15,UK,Tablet,1
2025-06-13 06:01:37.896348,Alpha,716.51,USA,Tablet,1
2025-04-16 06:01:37.896348,Gamma LLC,362.83,Japan,Desktop,0
2025-02-11 06:01:37.896348,Epsilon,441.33,France,Mobile,0
2025-01-30 06:01:37.896348,Epsilon,47.85,Germany,Tablet,1
2025-06-03 06:01:37.896348,Beta Solutions,677.15,UK,Mobile,1
2025-06-09 06:01:37.896348,Gamma LLC,480.56,Canada,Desktop,0
2025-08-14 06:01:37.896348,Gamma LLC,859.46,Japan,Desktop,0
2025-10-16 06:01:37.896348,Epsilon,974.81,USA,Mobile,1
2025-07-07 06:01:37.896348,Beta Solutions,425.04,UK,Tablet,1
2025-05-09 06:01:37.896348,Delta Inc.,18.78,USA,Mobile,0
2025-09-09 06:01:37.896348,Gamma LLC,764.16,France,Desktop,0
2025-06-26 06:01:37.896348,Epsilon,168.53,France,Tablet,0
2025-03-21 06:01:37.896348,Alpha,339.45,USA,Mobile,1
2025-08-09 06:01:37.896348,Beta Solutions,252.77,USA,Mobile,0
2025-05-23 06:01:37.896348,Delta Inc.,501.22,UK,Tablet,1
2025-08-06 06:01:37.896348,Beta Solutions,165.63,France,Mobile,0
2025-11-14 06:01:37.896348,Epsilon,818.91,Japan,Tablet,0
2025-03-31 06:01:37.896348,Epsilon,288.74,USA,Tablet,0
2024-12-08 06:01:37.896348,Beta Solutions,735.4,Germany,Desktop,1
2025-06-02 06:01:37.896348,Alpha,609.18,Germany,Mobile,1
2025-02-25 06:01:37.896348,Beta Solutions,742.35,Germany,Desktop,1
2024-12-28 06:01:37.896348,Gamma LLC,97.45,Germany,Mobile,0
2025-10-31 06:01:37.896348,Delta Inc.,808.35,USA,Desktop,1
2025-11-10 06:01:37.896348,Delta Inc.,455.54,USA,Tablet,0
2025-09-20 06:01:37.896348,Gamma LLC,728.14,France,Mobile,0
2025-10-14 06:01:37.896348,Delta Inc.,120.43,Japan,Desktop,1
2025-02-12 06:01:37.896348,Delta Inc.,398.76,UK,Mobile,0
2025-10-27 06:01:37.896348,Epsilon,736.88,Germany,Mobile,0
2025-06-16 06:01:37.896348,Beta Solutions,381.4,France,Mobile,0
2025-09-14 06:01:37.896348,Beta Solutions,768.71,Canada,Desktop,1
2025-03-03 06:01:37.896348,Beta Solutions,960.51,Canada,Tablet,1
2025-10-16 06:01:37.896348,Beta Solutions,542.64,USA,Desktop,1
2025-05-09 06:01:37.896348,Delta Inc.,962.01,USA,Mobile,0
2025-01-25 06:01:37.896348,Gamma LLC,140.56,Japan,Desktop,0
2024-12-12 06:01:37.896348,Alpha,646.43,USA,Desktop,0
2024-12-06 06:01:37.896348,Epsilon,832.06,Germany,Mobile,1
2025-08-16 06:01:37.896348,Delta Inc.,77.88,France,Desktop,0
2025-03-25 06:01:37.896348,Epsilon,661.4,UK,Desktop,1
2025-05-16 06:01:37.896348,Beta Solutions,65.6,UK,Tablet,0
2025-07-22 06:01:37.896348,Alpha,412.67,Canada,Tablet,0
2025-01-04 06:01:37.896348,Alpha,465.23,France,Mobile,0
2025-09-06 06:01:37.896348,Gamma LLC,940.46,Japan,Desktop,0
2025-11-14 06:01:37.896348,Beta Solutions,770.87,UK,Tablet,0
2025-07-01 06:01:37.896348,Delta Inc.,990.34,France,Tablet,1
2025-07-21 06:01:37.896348,Gamma LLC,652.71,France,Mobile,1
2025-03-20 06:01:37.896348,Epsilon,588.41,Germany,Desktop,0
2025-10-17 06:01:37.896348,Epsilon,657.9,France,Tablet,1
2025-09-19 06:01:37.896348,Alpha,288.17,UK,Tablet,0
2025-04-25 06:01:37.896348,Alpha,457.6,France,Tablet,0
2025-03-27 06:01:37.896348,Epsilon,500.83,Germany,Tablet,0
2025-02-23 06:01:37.896348,Beta Solutions,898.48,USA,Mobile,1
2024-12-25 06:01:37.896348,Delta Inc.,97.87,Germany,Tablet,0
2024-11-30 06:01:37.896348,Delta Inc.,269.82,Germany,Desktop,0
2025-05-13 06:01:37.896348,Delta Inc.,249.58,Canada,Desktop,0
2025-03-04 06:01:37.896348,Alpha,819.26,Germany,Mobile,1
2025-11-10 06:01:37.896348,Beta Solutions,33.01,Canada,Mobile,0
2025-08-20 06:01:37.896348,Gamma LLC,594.71,Canada,Mobile,0
2025-04-23 06:01:37.896348,Beta Solutions,45.83,France,Tablet,0
2025-07-19 06:01:37.896348,Beta Solutions,136.98,UK,Mobile,0
2025-04-20 06:01:37.896348,Alpha,283.15,Japan,Tablet,1
2025-11-01 06:01:37.896348,Gamma LLC,862.16,France,Mobile,0
2024-11-22 06:01:37.896348,Beta Solutions,644.07,USA,Desktop,1
2025-07-16 06:01:37.896348,Delta Inc.,236.11,France,Desktop,1
2025-08-03 06:01:37.896348,Delta Inc.,559.35,UK,Mobile,1
2025-03-04 06:01:37.896348,Beta Solutions,393.68,France,Desktop,0
2025-01-23 06:01:37.896348,Gamma LLC,901.57,UK,Desktop,1
2025-03-11 06:01:37.896348,Gamma LLC,319.64,Canada,Mobile,1
2025-02-16 06:01:37.896348,Delta Inc.,244.69,UK,Desktop,0
2025-03-29 06:01:37.896348,Delta Inc.,570.3,Germany,Desktop,0
2025-07-11 06:01:37.896348,Beta Solutions,431.2,France,Tablet,0
2025-07-26 06:01:37.896348,Gamma LLC,569.37,UK,Desktop,0
2025-01-07 06:01:37.896348,Beta Solutions,479.29,USA,Tablet,0
2025-04-04 06:01:37.896348,Epsilon,876.5,France,Mobile,1
2025-05-18 06:01:37.896348,Beta Solutions,396.9,USA,Desktop,1
2024-12-27 06:01:37.896348,Beta Solutions,10.35,Canada,Desktop,1
2025-01-24 06:01:37.896348,Epsilon,889.12,Canada,Mobile,0
2025-05-12 06:01:37.896348,Delta Inc.,594.96,USA,Mobile,0
2025-07-18 06:01:37.896348,Delta Inc.,922.82,Germany,Tablet,0
2025-06-19 06:01:37.896348,Beta Solutions,330.62,Germany,Mobile,1
2025-08-11 06:01:37.896348,Delta Inc.,246.86,USA,Desktop,1
2025-06-05 06:01:37.896348,Gamma LLC,952.95,Japan,Mobile,1
2024-12-13 06:01:37.896348,Delta Inc.,309.19,USA,Mobile,1
2025-05-27 06:01:37.896348,Beta Solutions,643.7,France,Tablet,1
2025-01-21 06:01:37.896348,Alpha,253.58,USA,Tablet,1
2025-07-13 06:01:37.896348,Epsilon,461.77,Japan,Tablet,0
2025-08-11 06:01:37.896348,Delta Inc.,638.21,UK,Tablet,1
2025-01-25 06:01:37.896348,Alpha,647.84,Canada,Mobile,1
2025-05-06 06:01:37.896348,Delta Inc.,960.67,Germany,Desktop,0
2025-06-11 06:01:37.896348,Alpha,809.46,Japan,Tablet,1
2025-09-05 06:01:37.896348,Epsilon,848.3,France,Mobile,1
2025-06-30 06:01:37.896348,Epsilon,574.81,USA,Desktop,1
2025-04-05 06:01:37.896348,Delta Inc.,104.35,France,Desktop,0
2025-03-02 06:01:37.896348,Beta Solutions,876.27,Japan,Desktop,0
2025-06-29 06:01:37.896348,Alpha,283.37,France,Tablet,0
2025-09-22 06:01:37.896348,Epsilon,982.33,Japan,Tablet,0
2025-04-23 06:01:37.896348,Epsilon,871.54,Germany,Tablet,0
2025-09-08 06:01:37.896348,Delta Inc.,153.67,France,Tablet,0
2025-09-05 06:01:37.896348,Beta Solutions,484.13,Germany,Mobile,0
2025-05-23 06:01:37.896348,Beta Solutions,668.59,Canada,Desktop,1
2025-05-26 06:01:37.896348,Alpha,501.83,Canada,Mobile,0
2025-02-22 06:01:37.896348,Alpha,374.78,Canada,Tablet,0
2025-10-12 06:01:37.896348,Beta Solutions,674.58,UK,Desktop,0
2025-11-05 06:01:37.896348,Alpha,337.38,USA,Desktop,1
2025-11-17 06:01:37.896348,Beta Solutions,740.11,USA,Mobile,0
2025-07-12 06:01:37.896348,Delta Inc.,497.66,France,Desktop,1
2025-10-13 06:01:37.896348,Alpha,414.94,France,Tablet,0
2025-10-12 06:01:37.896348,Gamma LLC,888.68,Canada,Tablet,1
2025-10-06 06:01:37.896348,Gamma LLC,455.95,USA,Mobile,1
2025-08-29 06:01:37.896348,Beta Solutions,929.83,France,Desktop,0
2024-12-09 06:01:37.896348,Alpha,109.02,UK,Tablet,1
2024-12-18 06:01:37.896348,Epsilon,164.11,UK,Mobile,0
2025-08-28 06:01:37.896348,Beta Solutions,153.63,France,Tablet,1
2025-07-07 06:01:37.896348,Delta Inc.,688.75,Canada,Mobile,1
2025-03-01 06:01:37.896348,Gamma LLC,971.56,France,Tablet,1
2025-02-16 06:01:37.896348,Delta Inc.,823.68,Japan,Mobile,0
2025-07-05 06:01:37.896348,Epsilon,338.84,Canada,Tablet,0
2025-05-18 06:01:37.896348,Epsilon,882.76,Canada,Desktop,1
2025-02-01 06:01:37.896348,Alpha,937.59,Japan,Tablet,1
2025-06-11 06:01:37.896348,Gamma LLC,843.94,USA,Desktop,1
2025-07-22 06:01:37.896348,Alpha,717.78,Germany,Desktop,1
2025-09-30 06:01:37.896348,Delta Inc.,928.26,Germany,Mobile,0
2025-02-25 06:01:37.896348,Alpha,246.78,Japan,Mobile,1
2025-05-30 06:01:37.896348,Delta Inc.,130.78,UK,Mobile,0
2024-12-03 06:01:37.896348,Epsilon,658.76,Germany,Mobile,0
2025-03-19 06:01:37.896348,Delta Inc.,212.61,Japan,Mobile,0
2024-12-19 06:01:37.896348,Beta Solutions,41.31,Germany,Mobile,1
2025-08-18 06:01:37.896348,Delta Inc.,194.75,Canada,Desktop,0
2025-02-18 06:01:37.896348,Gamma LLC,195.02,France,Desktop,1
2025-10-25 06:01:37.896348,Alpha,733.88,France,Tablet,0
2025-10-22 06:01:37.896348,Delta Inc.,250.33,UK,Tablet,0
2025-06-25 06:01:37.896348,Beta Solutions,328.11,Germany,Mobile,0
2025-10-31 06:01:37.896348,Gamma LLC,544.17,France,Desktop,0
2025-01-09 06:01:37.896348,Delta Inc.,99.9,USA,Mobile,1
2025-10-12 06:01:37.896348,Beta Solutions,286.11,Japan,Tablet,0
2025-09-05 06:01:37.896348,Gamma LLC,685.3,Japan,Desktop,0
2025-06-12 06:01:37.896348,Epsilon,535.21,USA,Mobile,1
2025-05-08 06:01:37.896348,Beta Solutions,705.25,UK,Tablet,1
2025-02-08 06:01:37.896348,Epsilon,303.71,USA,Desktop,1
2025-06-24 06:01:37.896348,Gamma LLC,86.28,USA,Mobile,0
2025-08-27 06:01:37.896348,Beta Solutions,702.12,USA,Tablet,1
2025-10-10 06:01:37.896348,Gamma LLC,872.16,Canada,Mobile,1
2025-02-25 06:01:37.896348,Delta Inc.,147.84,USA,Tablet,1
2025-08-09 06:01:37.896348,Delta Inc.,700.65,UK,Mobile,1
2025-06-12 06:01:37.896348,Delta Inc.,67.25,Japan,Tablet,0
2025-08-06 06:01:37.896348,Alpha,908.01,USA,Mobile,1
2025-11-15 06:01:37.896348,Gamma LLC,574.18,USA,Mobile,0
2025-03-09 06:01:37.896348,Epsilon,322.65,Germany,Mobile,1
2025-02-27 06:01:37.896348,Gamma LLC,324.04,USA,Tablet,0
2025-09-10 06:01:37.896348,Beta Solutions,856.81,UK,Mobile,0
2025-04-29 06:01:37.896348,Delta Inc.,829.47,USA,Tablet,1
2025-02-08 06:01:37.896348,Epsilon,809.41,USA,Mobile,1
2025-09-03 06:01:37.896348,Gamma LLC,789.85,Japan,Mobile,0
2025-03-25 06:01:37.896348,Alpha,947.61,France,Tablet,0
2025-09-02 06:01:37.896348,Delta Inc.,469.59,Germany,Tablet,0
2025-07-23 06:01:37.896348,Epsilon,945.39,Japan,Tablet,1
2025-05-02 06:01:37.896348,Epsilon,202.43,Germany,Mobile,0
2025-08-11 06:01:37.896348,Beta Solutions,763.7,Japan,Desktop,1
2025-02-24 06:01:37.896348,Beta Solutions,875.94,UK,Mobile,1
2025-02-05 06:01:37.896348,Delta Inc.,967.71,Germany,Mobile,1
2025-06-19 06:01:37.896348,Alpha,944.1,UK,Desktop,1
2025-07-27 06:01:37.896348,Beta Solutions,651.41,Japan,Tablet,0
2025-09-28 06:01:37.896348,Epsilon,375.74,USA,Tablet,1
2025-01-03 06:01:37.896348,Beta Solutions,552.64,Germany,Desktop,0
2025-02-07 06:01:37.896348,Beta Solutions,572.37,Germany,Tablet,0
2024-12-07 06:01:37.896348,Beta Solutions,332.15,USA,Tablet,1
2025-11-20 06:01:37.896348,Gamma LLC,992.67,UK,Mobile,1
2025-06-09 06:01:37.896348,Beta Solutions,903.09,Canada,Tablet,0
2025-08-28 06:01:37.896348,Delta Inc.,812.97,UK,Tablet,1
2025-04-07 06:01:37.896348,Delta Inc.,964.89,UK,Tablet,1
2025-01-05 06:01:37.896348,Gamma LLC,677.32,UK,Tablet,0
2025-10-01 06:01:37.896348,Beta Solutions,893.67,UK,Tablet,1
2025-11-14 06:01:37.896348,Delta Inc.,695.05,Japan,Desktop,1
2025-03-05 06:01:37.896348,Beta Solutions,743.23,USA,Desktop,1
2025-05-05 06:01:37.896348,Delta Inc.,905.86,Germany,Desktop,0
2025-09-05 06:01:37.896348,Beta Solutions,307.82,USA,Tablet,0
2025-07-16 06:01:37.896348,Epsilon,361.09,UK,Desktop,0
2025-02-12 06:01:37.896348,Beta Solutions,483.51,UK,Mobile,0
2025-01-29 06:01:37.896348,Beta Solutions,318.06,UK,Desktop,0
2025-09-01 06:01:37.896348,Gamma LLC,621.43,Germany,Mobile,1
2025-09-28 06:01:37.896348,Alpha,582.93,Canada,Mobile,0
2025-08-14 06:01:37.896348,Beta Solutions,197.46,UK,Tablet,0
2025-07-06 06:01:37.896348,Epsilon,29.68,UK,Tablet,0
2024-12-04 06:01:37.896348,Beta Solutions,831.42,USA,Desktop,0
2025-06-27 06:01:37.896348,Alpha,892.24,France,Desktop,1
2025-03-04 06:01:37.896348,Delta Inc.,47.25,Japan,Mobile,1
2025-07-21 06:01:37.896348,Epsilon,838.12,Germany,Desktop,0
2025-10-23 06:01:37.896348,Delta Inc.,66.2,USA,Mobile,1
2024-12-14 06:01:37.896348,Delta Inc.,477.26,France,Mobile,0
2025-02-13 06:01:37.896348,Epsilon,152.8,Japan,Tablet,1
2025-08-13 06:01:37.896348,Delta Inc.,588.03,USA,Mobile,0
2025-02-25 06:01:37.896348,Beta Solutions,42.15,Germany,Desktop,1
2025-06-30 06:01:37.896348,Epsilon,664.15,Germany,Mobile,1
