transaction_id,user_id,merchant_id,ts,amount,country,device_type,label
6368,193,844,2025-08-25 11:00:24.939139+00:00,88.89,IN,android,0
48396,1795,674,2025-09-03 22:27:13.939139+00:00,73.35,US,ios,0
42364,1063,505,2025-10-16 04:36:39.939139+00:00,185.06,GB,web,0
40889,834,592,2025-11-03 22:30:46.939139+00:00,147.14,US,android,0
31707,1367,272,2025-08-27 07:41:44.939139+00:00,59.51,BR,ios,0
3379,820,614,2025-09-27 15:25:37.939139+00:00,17.63,IN,android,0
39488,1547,458,2025-09-23 11:33:02.939139+00:00,35.52,IN,web,0
13703,122,494,2025-08-25 01:29:25.939139+00:00,14.11,FR,android,0
16884,1418,409,2025-11-05 11:30:19.939139+00:00,165.47,US,ios,0
9657,1379,979,2025-11-14 18:21:02.939139+00:00,51.89,US,android,0
40355,1201,777,2025-10-17 01:24:34.939139+00:00,15.41,US,android,0
31379,523,363,2025-11-20 05:28:14.939139+00:00,79.08,DE,android,0
28459,1458,193,2025-09-21 22:20:27.939139+00:00,180.32,US,android,0
28447,792,39,2025-11-16 22:29:55.939139+00:00,47.94,US,ios,0
26890,397,739,2025-10-18 22:25:38.939139+00:00,123.56,IN,web,0
20716,357,305,2025-11-13 06:46:53.939139+00:00,22.74,AU,android,0
40605,1067,373,2025-11-09 03:49:35.939139+00:00,26.49,IN,ios,0
45282,885,669,2025-11-08 04:34:43.939139+00:00,256.33,FR,android,0
32112,150,915,2025-11-03 21:42:42.939139+00:00,134.24,NG,ios,0
34349,1226,649,2025-11-19 10:01:12.939139+00:00,19.43,US,android,0
15205,578,826,2025-09-09 14:25:59.939139+00:00,62.16,US,android,0
6893,1320,21,2025-11-17 23:26:37.939139+00:00,60.57,IN,android,0
22135,242,356,2025-10-05 00:00:51.939139+00:00,95.62,US,android,0
44142,1912,425,2025-10-12 19:27:25.939139+00:00,9.63,NG,ios,0
3029,1301,657,2025-11-12 07:23:36.939139+00:00,42.54,IN,android,0
16298,984,448,2025-09-05 12:43:44.939139+00:00,68.32,NG,android,0
32722,1076,403,2025-09-02 12:45:34.939139+00:00,69.64,IN,android,0
25135,991,210,2025-10-20 05:03:39.939139+00:00,234.65,US,ios,0
9056,1246,873,2025-09-12 01:17:19.939139+00:00,682.74,US,ios,0
34886,477,717,2025-09-01 21:42:02.939139+00:00,8.41,IN,android,0
16229,190,62,2025-11-12 16:47:08.939139+00:00,260.59,IN,ios,0
11282,1138,59,2025-11-08 12:34:14.939139+00:00,12.68,AU,ios,0
25574,250,37,2025-09-25 14:09:18.939139+00:00,28.06,US,android,0
36502,119,681,2025-08-30 02:25:02.939139+00:00,148.84,FR,web,0
48211,1202,703,2025-11-19 11:33:25.939139+00:00,69.84,US,web,0
43418,1836,96,2025-09-28 08:09:36.939139+00:00,42.24,IN,android,0
46465,1967,847,2025-09-07 18:50:32.939139+00:00,556.16,CA,android,0
16704,550,194,2025-09-09 23:00:20.939139+00:00,37.75,US,ios,0
32459,1350,616,2025-11-15 11:39:29.939139+00:00,52.66,IN,android,0
6162,1890,530,2025-10-15 00:52:00.939139+00:00,13.38,NG,android,0
42992,1492,997,2025-11-01 13:43:51.939139+00:00,498.92,NG,android,1
19307,954,291,2025-11-10 15:40:51.939139+00:00,30.15,US,android,0
48552,1944,100,2025-10-17 12:30:29.939139+00:00,272.74,BR,ios,0
40378,1692,868,2025-11-11 15:14:43.939139+00:00,24.43,US,android,0
39954,17,31,2025-10-07 09:35:24.939139+00:00,415.4,AU,android,0
4989,1552,264,2025-11-19 11:28:21.939139+00:00,197.83,AU,android,0
19076,1251,91,2025-11-15 12:34:27.939139+00:00,28.51,IN,ios,0
20183,462,812,2025-09-02 05:01:39.939139+00:00,39.0,US,android,0
38820,965,282,2025-10-25 18:40:54.939139+00:00,15.13,NG,ios,0
19433,1754,751,2025-09-22 22:30:01.939139+00:00,30.97,CA,android,0
36919,1890,897,2025-09-26 16:17:11.939139+00:00,11.82,BR,ios,0
19483,1969,60,2025-08-23 18:24:33.939139+00:00,373.93,DE,android,0
39059,1873,855,2025-09-15 00:19:00.939139+00:00,52.53,GB,android,0
39447,1322,229,2025-11-01 07:56:10.939139+00:00,71.29,US,web,0
22157,1924,111,2025-10-12 13:27:47.939139+00:00,178.84,GB,web,0
37812,773,743,2025-09-21 21:55:27.939139+00:00,103.88,US,web,0
12291,137,900,2025-10-16 09:57:10.939139+00:00,302.19,US,android,0
36129,565,134,2025-10-07 07:28:07.939139+00:00,430.33,US,android,0
2297,1008,248,2025-10-29 14:27:48.939139+00:00,70.62,US,android,0
3832,75,681,2025-10-07 00:14:18.939139+00:00,115.37,IN,android,0
33223,592,737,2025-10-24 05:53:25.939139+00:00,46.9,US,android,0
11495,798,587,2025-10-21 22:20:00.939139+00:00,108.28,US,android,0
20791,722,707,2025-09-15 11:23:23.939139+00:00,6.41,US,android,0
44316,856,453,2025-11-19 14:24:05.939139+00:00,521.89,IN,ios,0
38885,1589,695,2025-10-28 17:37:32.939139+00:00,17.45,US,ios,0
3435,703,521,2025-09-26 14:25:48.939139+00:00,118.57,CA,android,0
38208,387,533,2025-10-08 05:36:07.939139+00:00,165.24,AU,android,0
3078,419,582,2025-09-22 11:32:16.939139+00:00,320.36,US,ios,0
1108,98,616,2025-09-21 09:42:35.939139+00:00,44.22,CA,android,0
16656,461,629,2025-09-16 11:58:10.939139+00:00,391.36,IN,ios,0
45227,1725,664,2025-09-23 07:04:36.939139+00:00,127.89,IN,android,0
25831,1364,916,2025-10-14 22:49:49.939139+00:00,53.47,US,web,0
21504,1864,641,2025-11-04 07:00:21.939139+00:00,52.37,US,android,0
46861,1788,692,2025-10-07 21:02:54.939139+00:00,43.91,AU,android,0
2147,1541,577,2025-11-04 14:03:45.939139+00:00,255.47,CA,ios,0
36815,855,369,2025-10-24 00:32:29.939139+00:00,133.22,US,android,0
25284,1143,263,2025-09-16 15:32:12.939139+00:00,91.32,CA,android,0
27041,380,41,2025-09-22 16:58:34.939139+00:00,18.56,GB,ios,0
46779,188,277,2025-09-07 02:31:08.939139+00:00,40.04,FR,android,0
45190,915,242,2025-10-14 21:46:04.939139+00:00,199.41,IN,android,0
18146,1647,481,2025-08-31 05:58:50.939139+00:00,99.4,IN,android,0
27708,888,381,2025-11-11 04:59:20.939139+00:00,36.48,US,android,0
46652,1722,48,2025-09-01 17:19:34.939139+00:00,152.74,DE,ios,0
7763,703,135,2025-10-01 23:44:05.939139+00:00,459.8,IN,android,0
29633,1967,406,2025-11-04 15:33:37.939139+00:00,20.76,NG,android,0
8146,1959,552,2025-11-01 09:47:16.939139+00:00,48.51,IN,android,1
40440,965,912,2025-09-27 23:31:28.939139+00:00,6.58,US,android,0
13040,1477,103,2025-11-13 06:02:21.939139+00:00,89.1,CA,android,0
34038,147,907,2025-09-25 08:36:25.939139+00:00,82.56,GB,android,0
36291,1583,236,2025-10-22 03:14:52.939139+00:00,316.05,FR,ios,0
27908,381,739,2025-09-29 10:08:22.939139+00:00,120.88,IN,android,0
24657,1460,662,2025-09-05 22:38:46.939139+00:00,256.6,US,ios,0
16994,1019,867,2025-10-22 04:35:02.939139+00:00,92.2,ZA,android,0
5346,540,702,2025-08-28 17:52:27.939139+00:00,52.73,DE,android,0
5166,1328,74,2025-09-08 14:26:19.939139+00:00,309.29,IN,android,0
34826,1388,37,2025-09-05 08:02:51.939139+00:00,200.95,IN,ios,0
1676,32,285,2025-08-23 12:45:38.939139+00:00,107.74,FR,ios,0
31690,1066,932,2025-11-05 14:56:08.939139+00:00,76.4,US,android,0
4147,1557,54,2025-10-16 19:48:35.939139+00:00,58.43,FR,android,0
31936,1508,685,2025-11-08 06:25:45.939139+00:00,12.03,IN,ios,0
18394,138,593,2025-10-05 15:27:28.939139+00:00,60.03,US,android,0
4708,926,800,2025-09-04 02:28:46.939139+00:00,74.82,US,android,0
2586,1380,485,2025-08-28 04:16:54.939139+00:00,114.13,CA,android,0
28118,787,647,2025-09-25 18:38:49.939139+00:00,9.16,BR,android,0
42180,406,981,2025-10-25 12:59:20.939139+00:00,131.53,US,android,0
31619,384,595,2025-10-03 02:54:38.939139+00:00,56.86,IN,ios,0
35764,109,341,2025-09-28 15:09:13.939139+00:00,10.56,AU,ios,0
22582,1306,498,2025-11-04 11:55:15.939139+00:00,42.63,FR,web,0
13836,1873,217,2025-10-26 04:16:08.939139+00:00,41.34,DE,android,0
12045,1284,398,2025-11-16 15:56:20.939139+00:00,9.2,ZA,android,0
30768,1930,452,2025-10-07 18:53:19.939139+00:00,228.3,IN,android,1
7129,13,812,2025-11-17 07:10:22.939139+00:00,176.01,AU,ios,0
22784,238,623,2025-11-17 19:54:13.939139+00:00,58.33,DE,ios,0
23251,704,800,2025-11-04 16:53:56.939139+00:00,7.21,US,ios,0
23886,122,787,2025-09-20 02:28:52.939139+00:00,576.63,US,android,0
40094,903,892,2025-10-12 10:23:31.939139+00:00,26.79,GB,web,0
31012,809,525,2025-09-27 09:11:53.939139+00:00,85.98,US,android,0
12083,654,37,2025-09-23 03:45:02.939139+00:00,182.77,IN,android,0
7787,630,608,2025-11-10 02:45:30.939139+00:00,121.29,NG,android,1
5730,977,929,2025-11-10 06:31:01.939139+00:00,316.72,IN,android,0
13964,1504,86,2025-09-17 00:02:42.939139+00:00,55.13,US,android,0
49262,137,735,2025-10-31 06:46:12.939139+00:00,36.62,GB,android,0
5122,198,157,2025-10-24 03:46:27.939139+00:00,18.8,US,android,0
10340,691,623,2025-09-27 14:22:25.939139+00:00,67.87,IN,android,0
2821,1826,529,2025-09-22 10:49:16.939139+00:00,23.38,IN,android,0
32608,144,953,2025-11-02 05:58:33.939139+00:00,29.01,NG,android,0
1035,405,758,2025-11-09 11:49:01.939139+00:00,31.48,CA,android,0
234,1982,973,2025-11-18 04:46:10.939139+00:00,19.61,GB,android,0
20697,1993,313,2025-10-24 04:53:06.939139+00:00,54.95,US,ios,0
45287,780,201,2025-10-25 07:56:55.939139+00:00,186.8,US,android,0
29065,748,55,2025-11-01 21:17:12.939139+00:00,4.26,US,android,0
16382,423,98,2025-09-24 19:33:28.939139+00:00,33.74,DE,android,0
36642,207,969,2025-10-25 23:22:57.939139+00:00,5.84,IN,ios,0
11934,1466,918,2025-09-27 03:34:23.939139+00:00,183.89,IN,android,0
49558,1667,596,2025-11-10 06:24:12.939139+00:00,102.47,IN,android,0
1320,243,117,2025-09-03 22:19:53.939139+00:00,16.79,DE,ios,0
19422,1644,794,2025-11-14 02:18:35.939139+00:00,189.67,CA,ios,0
14195,630,9,2025-09-20 23:34:00.939139+00:00,27.2,US,android,0
27212,1251,375,2025-09-18 21:28:13.939139+00:00,1.09,IN,android,0
23944,518,269,2025-10-06 14:47:58.939139+00:00,156.29,IN,ios,0
30571,863,284,2025-09-22 07:29:47.939139+00:00,85.66,US,android,0
24192,1365,475,2025-10-04 06:03:53.939139+00:00,51.79,GB,ios,0
42796,656,411,2025-10-16 15:10:33.939139+00:00,331.04,FR,web,0
23408,607,686,2025-10-13 03:16:43.939139+00:00,3.72,US,android,0
757,1418,734,2025-11-10 07:43:20.939139+00:00,133.9,US,ios,0
27670,1976,927,2025-11-15 11:42:28.939139+00:00,29.57,DE,web,0
5554,1041,11,2025-10-22 15:07:43.939139+00:00,36.51,GB,android,0
33457,317,320,2025-10-08 01:27:37.939139+00:00,12.27,BR,android,0
41064,102,852,2025-09-27 19:23:06.939139+00:00,118.71,FR,android,0
18338,1932,815,2025-11-18 13:18:12.939139+00:00,292.84,IN,ios,0
5043,1034,807,2025-08-27 02:18:30.939139+00:00,68.81,AU,ios,0
20136,406,417,2025-10-03 16:47:24.939139+00:00,59.31,US,ios,0
6492,1854,732,2025-08-31 12:16:22.939139+00:00,41.29,ZA,android,0
18130,1074,722,2025-11-04 13:34:46.939139+00:00,32.21,IN,android,0
30129,1270,284,2025-10-04 00:22:21.939139+00:00,665.93,AU,ios,0
38904,12,445,2025-08-29 01:21:12.939139+00:00,14.13,GB,ios,0
14130,274,414,2025-11-04 21:03:53.939139+00:00,37.85,GB,ios,0
28148,973,695,2025-09-22 21:01:01.939139+00:00,124.9,DE,android,0
6690,1232,458,2025-11-01 16:20:12.939139+00:00,17.31,AU,ios,0
9694,1358,744,2025-10-08 18:13:01.939139+00:00,97.81,DE,ios,0
39653,1911,648,2025-10-02 18:51:23.939139+00:00,28.88,US,ios,0
812,1093,642,2025-09-17 02:28:31.939139+00:00,92.31,US,android,0
28625,245,90,2025-09-18 18:34:39.939139+00:00,67.91,DE,ios,0
27746,1901,732,2025-08-27 10:13:45.939139+00:00,9.28,NG,android,0
23714,1717,986,2025-09-01 22:46:31.939139+00:00,16.27,FR,web,0
13505,1996,946,2025-08-27 14:32:06.939139+00:00,9.47,US,ios,0
13798,1424,172,2025-09-01 10:40:42.939139+00:00,86.86,IN,ios,0
33257,1796,835,2025-10-20 02:50:41.939139+00:00,54.2,GB,android,0
9721,610,273,2025-09-03 17:11:31.939139+00:00,78.94,GB,android,0
44137,1677,764,2025-08-23 05:07:01.939139+00:00,138.89,IN,android,0
8318,1117,743,2025-10-18 23:19:27.939139+00:00,56.3,US,android,0
36326,719,800,2025-08-30 19:29:13.939139+00:00,5.19,US,android,0
48422,319,305,2025-10-21 11:49:42.939139+00:00,12.32,BR,android,0
39928,1028,281,2025-09-04 03:47:09.939139+00:00,99.29,FR,android,0
2631,1406,568,2025-10-09 11:01:14.939139+00:00,78.4,IN,ios,0
18015,397,583,2025-10-06 07:21:35.939139+00:00,8.96,BR,ios,0
24532,1885,371,2025-11-15 16:36:12.939139+00:00,56.26,FR,ios,0
8678,887,310,2025-11-11 06:29:51.939139+00:00,38.15,NG,android,0
1619,1830,387,2025-10-25 10:01:18.939139+00:00,591.77,DE,android,0
21724,1968,728,2025-10-27 18:29:57.939139+00:00,975.67,US,ios,0
20565,1605,391,2025-08-22 21:52:16.939139+00:00,103.6,BR,android,0
16172,1053,107,2025-10-30 16:19:45.939139+00:00,9.96,US,android,0
8490,1474,727,2025-09-08 16:28:30.939139+00:00,6.43,US,android,0
16339,181,921,2025-10-06 16:03:33.939139+00:00,44.97,DE,ios,0
5456,1625,254,2025-11-18 22:40:04.939139+00:00,519.91,FR,ios,0
35814,1337,413,2025-09-07 13:42:40.939139+00:00,83.41,US,ios,0
48472,43,285,2025-10-16 20:51:51.939139+00:00,28.51,IN,ios,0
22751,1726,798,2025-10-27 03:04:04.939139+00:00,369.05,US,ios,0
7832,1054,736,2025-11-15 10:04:47.939139+00:00,113.38,NG,android,0
16695,916,482,2025-10-07 12:53:27.939139+00:00,58.96,US,ios,0
23468,901,208,2025-09-18 11:27:51.939139+00:00,93.22,IN,ios,0
5628,475,65,2025-11-01 15:54:26.939139+00:00,220.01,US,android,0
4223,620,407,2025-09-24 22:30:58.939139+00:00,103.01,CA,ios,0
35610,1563,93,2025-11-18 18:09:47.939139+00:00,72.88,NG,ios,0
21131,1547,482,2025-09-10 10:42:48.939139+00:00,34.46,US,ios,0
18857,1955,79,2025-10-04 16:14:05.939139+00:00,102.47,BR,ios,0
42679,479,688,2025-10-11 02:03:04.939139+00:00,34.67,US,android,0
10640,74,762,2025-09-08 06:12:35.939139+00:00,39.43,AU,web,0
10614,318,763,2025-11-16 02:29:59.939139+00:00,6.67,US,ios,0
45810,1945,93,2025-10-04 12:31:54.939139+00:00,153.4,IN,android,0
18479,154,342,2025-11-18 02:52:15.939139+00:00,216.7,US,android,0
5763,1025,506,2025-08-31 19:06:43.939139+00:00,63.7,AU,ios,0
26690,1026,725,2025-09-03 07:52:17.939139+00:00,50.03,CA,ios,0
44533,583,885,2025-09-27 20:22:58.939139+00:00,64.87,NG,ios,1
45318,40,274,2025-11-09 08:35:26.939139+00:00,256.12,BR,android,0
44237,407,898,2025-10-10 16:54:51.939139+00:00,98.84,CA,android,0
17597,1082,541,2025-08-26 11:39:51.939139+00:00,9.05,US,ios,0
45088,1272,590,2025-09-26 07:58:41.939139+00:00,9.94,IN,ios,0
40911,1879,424,2025-08-26 16:52:17.939139+00:00,96.67,BR,android,0
22039,144,855,2025-08-31 11:03:50.939139+00:00,6.77,US,web,1
23255,785,653,2025-09-19 21:37:22.939139+00:00,60.29,IN,android,0
45134,368,654,2025-09-01 15:43:17.939139+00:00,446.96,BR,android,0
27772,140,151,2025-09-03 15:45:24.939139+00:00,83.72,US,android,0
10277,503,264,2025-10-18 19:46:37.939139+00:00,144.07,IN,android,0
10242,382,260,2025-09-02 00:20:49.939139+00:00,19.57,US,ios,0
211,1195,555,2025-11-11 19:18:21.939139+00:00,71.88,CA,android,0
28977,1980,676,2025-10-19 08:24:34.939139+00:00,29.07,DE,ios,0
39436,892,394,2025-10-12 00:40:38.939139+00:00,39.72,US,ios,0
43448,1810,694,2025-08-28 18:42:27.939139+00:00,58.11,IN,web,1
43062,57,472,2025-09-15 01:08:43.939139+00:00,76.01,US,ios,0
36051,1606,490,2025-09-21 23:29:55.939139+00:00,74.97,IN,ios,0
13688,83,756,2025-11-19 15:10:42.939139+00:00,11.08,US,android,0
26072,301,131,2025-10-21 14:16:14.939139+00:00,9.07,US,ios,0
3023,559,959,2025-11-06 13:13:34.939139+00:00,23.02,US,android,0
4111,259,794,2025-10-20 03:16:53.939139+00:00,156.42,ZA,ios,0
19012,300,406,2025-10-21 12:03:48.939139+00:00,8.2,GB,ios,0
15839,836,942,2025-09-28 18:13:20.939139+00:00,6.96,AU,android,0
46040,683,958,2025-09-28 23:13:27.939139+00:00,55.42,GB,web,0
6757,918,949,2025-11-06 04:55:26.939139+00:00,20.41,FR,web,0
18807,1217,223,2025-08-30 01:45:54.939139+00:00,16.87,GB,ios,0
32677,1570,676,2025-10-05 01:28:06.939139+00:00,122.47,US,android,0
42727,408,918,2025-10-06 15:19:44.939139+00:00,30.85,BR,web,0
11066,1450,981,2025-11-13 22:16:03.939139+00:00,19.45,ZA,android,0
17180,309,107,2025-09-19 01:23:34.939139+00:00,17.85,US,android,0
27738,1502,122,2025-10-09 20:44:18.939139+00:00,21.62,BR,android,0
24457,1837,859,2025-09-12 07:44:04.939139+00:00,44.22,IN,android,0
36005,1493,657,2025-11-01 18:05:58.939139+00:00,171.83,CA,ios,0
36083,1801,847,2025-09-27 03:23:42.939139+00:00,11.14,NG,android,0
41991,1054,28,2025-09-01 18:11:16.939139+00:00,787.12,IN,ios,0
14412,1229,284,2025-09-09 14:50:39.939139+00:00,5.32,BR,android,0
8531,1903,879,2025-08-31 10:40:19.939139+00:00,129.42,US,android,0
33307,1658,561,2025-11-14 16:51:53.939139+00:00,19.35,DE,ios,0
23784,61,312,2025-11-15 18:25:59.939139+00:00,367.76,US,ios,0
14338,1104,622,2025-11-10 03:28:31.939139+00:00,329.3,GB,android,0
22955,766,142,2025-11-09 01:40:30.939139+00:00,396.58,IN,android,0
36824,1164,950,2025-10-08 19:32:52.939139+00:00,88.97,US,android,0
11451,923,496,2025-10-25 07:58:31.939139+00:00,108.85,IN,android,0
7259,1379,387,2025-09-13 03:39:47.939139+00:00,34.71,GB,ios,0
42765,1141,411,2025-11-15 03:04:03.939139+00:00,66.98,US,android,0
49142,1972,506,2025-09-28 16:29:12.939139+00:00,65.68,US,web,0
18604,1707,946,2025-09-08 08:39:30.939139+00:00,56.65,IN,ios,0
3032,1929,286,2025-09-03 23:53:10.939139+00:00,59.03,FR,android,0
46318,771,790,2025-10-01 02:02:25.939139+00:00,40.78,US,android,0
7230,1171,596,2025-10-25 14:18:06.939139+00:00,196.98,US,web,0
117,296,836,2025-09-30 08:14:52.939139+00:00,70.66,ZA,ios,0
9247,1156,231,2025-09-19 11:47:04.939139+00:00,98.77,US,ios,0
19476,1943,93,2025-10-09 06:11:52.939139+00:00,7.89,US,ios,0
18810,1381,801,2025-09-22 09:10:26.939139+00:00,88.88,US,web,0
24557,1563,146,2025-09-25 21:25:13.939139+00:00,56.44,US,android,0
3796,868,832,2025-09-28 19:27:59.939139+00:00,95.34,IN,web,0
46266,84,570,2025-09-19 00:08:35.939139+00:00,110.62,GB,android,0
47403,1057,167,2025-11-08 09:24:55.939139+00:00,30.42,DE,android,0
12415,1019,939,2025-10-19 19:23:43.939139+00:00,79.37,US,android,0
5880,1425,187,2025-11-03 08:46:10.939139+00:00,36.75,US,android,0
13397,1855,255,2025-10-28 15:31:45.939139+00:00,11.58,US,android,0
30393,87,950,2025-11-07 15:31:42.939139+00:00,1525.53,US,android,0
38492,761,918,2025-11-15 08:39:48.939139+00:00,156.61,IN,android,0
6803,1462,998,2025-09-02 03:17:47.939139+00:00,181.2,FR,web,0
25305,1913,90,2025-09-28 03:16:24.939139+00:00,70.44,AU,android,0
34698,1851,393,2025-11-17 19:53:07.939139+00:00,20.67,BR,android,0
8587,12,878,2025-09-30 07:15:17.939139+00:00,69.43,DE,ios,0
45079,24,162,2025-10-18 02:54:05.939139+00:00,151.0,US,android,0
48408,182,312,2025-09-14 04:50:35.939139+00:00,140.53,IN,android,1
5626,1518,889,2025-10-29 10:41:50.939139+00:00,50.66,ZA,android,0
10343,1217,548,2025-10-26 22:06:06.939139+00:00,58.56,US,android,0
15696,466,853,2025-11-07 15:43:08.939139+00:00,23.58,NG,android,0
17259,198,985,2025-10-23 09:14:51.939139+00:00,504.84,DE,ios,0
34825,269,158,2025-09-01 21:44:58.939139+00:00,58.5,NG,ios,0
39720,1073,338,2025-11-16 07:55:43.939139+00:00,280.75,IN,ios,0
47285,368,494,2025-10-31 12:20:15.939139+00:00,128.64,AU,ios,0
35250,1594,844,2025-10-05 11:33:37.939139+00:00,74.92,US,ios,0
5921,338,600,2025-10-05 06:37:54.939139+00:00,42.18,CA,ios,0
14626,1933,981,2025-11-03 20:10:15.939139+00:00,19.76,US,android,0
16114,909,510,2025-11-16 03:47:09.939139+00:00,17.89,NG,android,1
7267,816,184,2025-09-21 18:27:05.939139+00:00,5.98,CA,android,0
36755,965,71,2025-11-15 18:23:31.939139+00:00,234.83,ZA,web,0
14983,912,28,2025-10-28 06:19:37.939139+00:00,7.17,BR,android,0
76,92,936,2025-09-15 02:16:10.939139+00:00,11.84,NG,android,1
35251,670,638,2025-10-13 06:13:06.939139+00:00,19.21,IN,ios,0
26831,146,281,2025-09-25 22:41:07.939139+00:00,513.21,US,android,0
44840,794,58,2025-11-10 10:58:06.939139+00:00,69.3,IN,web,0
1125,1587,133,2025-11-15 02:09:57.939139+00:00,110.3,US,ios,0
25982,136,896,2025-11-09 20:57:32.939139+00:00,482.33,US,android,1
42315,826,50,2025-08-24 22:24:16.939139+00:00,113.77,BR,android,0
16455,1276,238,2025-08-28 02:09:02.939139+00:00,88.42,ZA,web,0
45756,1083,736,2025-10-25 07:49:52.939139+00:00,6.01,CA,ios,0
6428,185,309,2025-09-23 04:15:54.939139+00:00,51.11,US,android,0
27935,763,660,2025-09-04 02:57:07.939139+00:00,79.9,GB,ios,0
30844,1273,642,2025-10-08 19:45:13.939139+00:00,315.54,CA,ios,0
30082,1627,871,2025-09-01 16:58:23.939139+00:00,5.7,GB,android,0
15007,1155,314,2025-10-19 01:06:32.939139+00:00,192.11,US,android,0
34083,1150,531,2025-09-01 10:53:23.939139+00:00,223.75,DE,ios,0
40403,268,512,2025-09-30 08:05:20.939139+00:00,449.2,IN,android,0
47395,384,6,2025-10-25 19:20:23.939139+00:00,75.73,IN,android,0
28704,1739,242,2025-09-02 22:38:49.939139+00:00,142.75,US,android,0
35849,985,503,2025-10-03 07:32:15.939139+00:00,30.23,US,android,0
47721,1822,100,2025-11-05 22:42:57.939139+00:00,67.95,IN,ios,0
29396,1098,827,2025-11-20 11:42:20.939139+00:00,36.3,US,web,0
14580,1905,111,2025-10-28 19:23:38.939139+00:00,43.45,IN,ios,0
17901,1377,892,2025-10-18 02:37:34.939139+00:00,35.48,US,ios,0
195,1485,518,2025-11-09 07:29:27.939139+00:00,543.79,IN,ios,0
48183,892,750,2025-08-27 11:18:09.939139+00:00,28.74,AU,android,1
30800,433,360,2025-10-16 04:41:50.939139+00:00,55.28,NG,web,0
19220,1459,556,2025-10-21 12:10:05.939139+00:00,16.1,US,ios,1
46099,988,522,2025-10-04 08:28:29.939139+00:00,51.63,FR,android,0
2814,669,359,2025-10-23 07:14:44.939139+00:00,19.35,US,web,0
20371,1178,628,2025-10-20 06:51:34.939139+00:00,87.83,BR,android,0
6538,1849,89,2025-09-26 13:19:13.939139+00:00,5.4,IN,ios,0
2665,1761,693,2025-10-13 17:01:57.939139+00:00,40.1,GB,android,0
22857,1434,303,2025-10-20 20:48:39.939139+00:00,195.46,US,android,0
11618,1969,411,2025-11-04 00:28:20.939139+00:00,28.71,GB,ios,0
2953,619,426,2025-11-18 18:47:41.939139+00:00,133.89,NG,android,0
45702,1704,546,2025-11-18 16:14:38.939139+00:00,33.36,NG,ios,0
12059,753,320,2025-10-01 05:08:11.939139+00:00,46.19,CA,android,0
29339,599,881,2025-11-08 17:18:50.939139+00:00,15.75,US,android,0
45491,1936,230,2025-10-06 18:37:58.939139+00:00,184.56,US,android,0
26379,63,129,2025-09-08 16:19:35.939139+00:00,99.93,NG,android,0
27862,1351,310,2025-10-28 03:24:58.939139+00:00,1278.97,ZA,android,0
10534,1966,710,2025-09-22 02:22:04.939139+00:00,11.76,CA,android,0
15459,1720,357,2025-11-12 01:11:37.939139+00:00,60.77,CA,android,0
49677,1635,381,2025-11-01 17:01:51.939139+00:00,26.08,US,ios,0
45505,1690,212,2025-10-11 10:57:12.939139+00:00,27.62,DE,android,0
43502,1490,462,2025-11-04 05:20:20.939139+00:00,36.11,US,ios,0
34624,645,443,2025-09-19 23:21:38.939139+00:00,25.06,IN,ios,0
5505,1180,888,2025-11-05 18:34:46.939139+00:00,13.19,BR,android,0
16257,1923,707,2025-11-04 20:50:57.939139+00:00,38.98,US,android,0
9238,878,862,2025-11-18 01:52:25.939139+00:00,4.49,BR,ios,0
45503,361,766,2025-10-20 02:39:23.939139+00:00,13.73,US,android,0
7951,490,819,2025-10-22 01:20:40.939139+00:00,54.78,IN,ios,0
13684,971,175,2025-11-02 09:09:10.939139+00:00,62.19,IN,ios,0
15633,498,343,2025-10-03 03:57:45.939139+00:00,34.87,AU,android,0
26307,44,45,2025-09-13 12:39:06.939139+00:00,107.66,NG,android,0
22072,564,834,2025-09-09 04:59:12.939139+00:00,9.16,US,ios,0
36753,908,328,2025-10-28 10:38:54.939139+00:00,19.15,US,ios,0
48321,1180,671,2025-08-23 16:29:06.939139+00:00,54.68,BR,android,0
29279,1820,102,2025-09-10 12:37:21.939139+00:00,260.39,GB,android,0
1632,1203,616,2025-10-22 22:32:45.939139+00:00,33.91,US,android,0
6109,275,181,2025-10-14 13:12:54.939139+00:00,30.26,US,web,0
24340,440,440,2025-09-20 02:21:20.939139+00:00,25.74,IN,android,0
15815,1790,352,2025-09-14 01:10:28.939139+00:00,54.61,CA,android,0
24384,1723,152,2025-09-10 11:29:44.939139+00:00,36.01,US,ios,0
26608,703,617,2025-08-28 00:12:23.939139+00:00,928.22,DE,ios,0
840,751,482,2025-09-26 07:04:06.939139+00:00,6.53,NG,web,0
11476,106,371,2025-10-24 09:28:03.939139+00:00,55.51,US,ios,0
20627,23,655,2025-10-23 05:14:08.939139+00:00,19.07,FR,ios,0
8280,116,992,2025-10-27 08:27:29.939139+00:00,3.81,NG,android,1
30634,798,223,2025-10-29 00:36:48.939139+00:00,93.86,CA,android,0
49341,1896,701,2025-09-13 15:51:31.939139+00:00,132.72,IN,web,0
42845,1597,500,2025-09-27 16:50:56.939139+00:00,25.53,GB,android,0
31545,1293,193,2025-09-20 11:34:45.939139+00:00,89.9,CA,ios,1
29501,1859,235,2025-10-06 03:29:36.939139+00:00,25.69,IN,web,0
47763,1385,601,2025-08-28 19:58:06.939139+00:00,2.63,ZA,android,0
