user,mercheant,amount,country,device,label
11670,TechWorld,81.34,Brazil,Tablet,0
11671,AutoParts,337.88,Australia,Tablet,1
11672,AutoParts,494.28,Brazil,Mobile,0
11673,GourmetEats,498.75,Brazil,Mobile,0
11674,BookHive,326.76,USA,Tablet,0
11675,GourmetEats,106.81,Germany,Tablet,0
11676,AutoParts,494.4,UK,Tablet,0
11677,TechWorld,165.3,Brazil,Desktop,0
11678,GourmetEats,118.24,UK,Mobile,1
11679,BookHive,281.13,Brazil,Tablet,1
11680,AutoParts,431.67,Australia,Mobile,0
11681,TechWorld,487.63,UK,Mobile,0
11682,FashionGo,197.81,Brazil,Mobile,0
11683,FashionGo,124.94,UK,Mobile,0
11684,GourmetEats,159.35,Brazil,Tablet,0
11685,GourmetEats,266.85,Germany,Mobile,0
11686,GourmetEats,327.62,USA,Mobile,0
11687,GourmetEats,155.94,Australia,Desktop,1
11688,AutoParts,131.0,Germany,Tablet,1
11689,FashionGo,213.05,Brazil,Tablet,0
11690,BookHive,26.58,Brazil,Tablet,0
11691,BookHive,236.26,Germany,Tablet,1
11692,TechWorld,446.06,UK,Mobile,1
11693,GourmetEats,178.29,USA,Desktop,1
11694,BookHive,396.57,Brazil,Tablet,1
11695,FashionGo,214.93,UK,Tablet,1
11696,TechWorld,445.76,UK,Desktop,1
11697,FashionGo,128.37,Canada,Desktop,0
11698,FashionGo,388.38,Canada,Desktop,1
11699,FashionGo,137.61,Australia,Mobile,1
11700,BookHive,232.39,Germany,Desktop,0
11701,BookHive,394.2,Canada,Mobile,1
11702,FashionGo,244.89,Canada,Tablet,0
11703,AutoParts,134.56,USA,Desktop,0
11704,FashionGo,82.29,Germany,Mobile,1
11705,BookHive,40.45,Brazil,Mobile,0
11706,GourmetEats,483.56,USA,Tablet,0
11707,AutoParts,365.38,UK,Mobile,0
11708,AutoParts,32.42,Germany,Tablet,1
11709,FashionGo,131.13,USA,Desktop,1
11710,TechWorld,238.75,USA,Desktop,1
11711,GourmetEats,64.78,UK,Desktop,0
11712,AutoParts,236.88,Germany,Tablet,0
11713,BookHive,497.28,USA,Mobile,1
11714,BookHive,346.91,Germany,Mobile,1
11715,TechWorld,153.61,USA,Desktop,1
11716,FashionGo,289.37,Australia,Mobile,1
11717,TechWorld,472.51,Canada,Tablet,1
11718,BookHive,486.85,Australia,Mobile,0
11719,AutoParts,403.27,UK,Tablet,1
11720,FashionGo,24.58,Canada,Desktop,1
11721,FashionGo,22.92,Germany,Mobile,1
11722,GourmetEats,215.53,Australia,Tablet,1
11723,GourmetEats,478.95,Brazil,Mobile,0
11724,FashionGo,19.24,Australia,Tablet,0
11725,BookHive,37.04,USA,Mobile,1
11726,AutoParts,403.26,Brazil,Mobile,0
11727,TechWorld,316.68,Brazil,Mobile,1
11728,TechWorld,33.95,Germany,Tablet,1
11729,GourmetEats,101.44,UK,Tablet,0
11730,TechWorld,411.51,Australia,Tablet,1
11731,FashionGo,476.76,Australia,Mobile,0
11732,GourmetEats,304.26,USA,Tablet,0
11733,FashionGo,151.38,Brazil,Tablet,1
11734,TechWorld,457.22,UK,Desktop,1
11735,BookHive,131.16,Germany,Mobile,1
11736,BookHive,428.48,Germany,Desktop,0
11737,TechWorld,231.93,Australia,Mobile,1
11738,AutoParts,126.78,Germany,Tablet,0
11739,AutoParts,300.67,Germany,Desktop,1
11740,TechWorld,227.64,Germany,Tablet,0
11741,FashionGo,47.82,UK,Mobile,1
11742,GourmetEats,321.13,Australia,Tablet,0
11743,BookHive,120.81,USA,Tablet,0
11744,GourmetEats,203.41,Australia,Mobile,1
11745,AutoParts,76.48,Australia,Tablet,1
11746,TechWorld,166.93,Germany,Tablet,0
11747,GourmetEats,333.49,Canada,Mobile,0
11748,AutoParts,413.68,Germany,Tablet,0
11749,BookHive,110.62,USA,Tablet,0
11750,GourmetEats,455.34,USA,Desktop,0
11751,TechWorld,67.14,Canada,Mobile,1
11752,GourmetEats,474.0,UK,Desktop,1
11753,FashionGo,283.74,Brazil,Mobile,1
11754,GourmetEats,148.77,Germany,Mobile,0
11755,FashionGo,30.42,Germany,Tablet,1
11756,GourmetEats,175.42,USA,Tablet,0
11757,FashionGo,345.31,UK,Desktop,1
11758,TechWorld,445.48,USA,Tablet,0
11759,TechWorld,90.44,Germany,Mobile,1
11760,BookHive,157.86,Canada,Tablet,0
11761,BookHive,295.04,Brazil,Tablet,1
11762,AutoParts,435.54,USA,Mobile,1
11763,TechWorld,117.0,Germany,Mobile,0
11764,TechWorld,67.68,Canada,Desktop,0
11765,TechWorld,103.55,UK,Mobile,0
11766,AutoParts,485.08,Germany,Desktop,0
11767,GourmetEats,285.19,UK,Tablet,1
11768,BookHive,369.0,Canada,Tablet,0
11769,BookHive,75.95,Brazil,Tablet,1
11770,TechWorld,216.36,Australia,Desktop,1
11771,BookHive,256.23,USA,Desktop,0
11772,TechWorld,476.01,UK,Mobile,1
11773,BookHive,363.65,Germany,Tablet,1
11774,BookHive,435.94,Germany,Desktop,0
11775,AutoParts,120.5,Australia,Mobile,1
11776,AutoParts,338.47,Australia,Tablet,1
11777,AutoParts,233.39,Australia,Desktop,0
11778,BookHive,441.06,UK,Tablet,0
11779,AutoParts,368.29,USA,Mobile,0
11780,FashionGo,350.73,Australia,Desktop,0
11781,BookHive,20.2,USA,Mobile,0
11782,BookHive,369.74,USA,Tablet,1
11783,FashionGo,79.75,USA,Tablet,0
11784,FashionGo,483.06,Australia,Desktop,0
11785,BookHive,53.24,USA,Mobile,0
11786,TechWorld,461.43,USA,Tablet,1
11787,GourmetEats,167.27,Brazil,Tablet,0
11788,FashionGo,439.64,Canada,Mobile,1
11789,AutoParts,431.06,USA,Tablet,0
11790,FashionGo,231.1,Australia,Desktop,0
11791,AutoParts,235.41,Brazil,Mobile,1
11792,FashionGo,282.11,UK,Tablet,0
11793,TechWorld,320.6,Germany,Desktop,0
11794,BookHive,460.63,Germany,Desktop,1
11795,FashionGo,78.24,Canada,Tablet,1
11796,GourmetEats,211.13,Australia,Tablet,1
11797,GourmetEats,497.52,Australia,Mobile,0
11798,BookHive,465.3,Germany,Tablet,1
11799,FashionGo,126.3,Australia,Mobile,1
11800,AutoParts,32.37,USA,Tablet,1
11801,FashionGo,488.83,Australia,Desktop,0
11802,FashionGo,175.23,Australia,Mobile,1
11803,AutoParts,278.59,Canada,Tablet,1
11804,BookHive,375.35,USA,Desktop,0
11805,BookHive,144.06,Germany,Mobile,0
11806,AutoParts,321.54,Germany,Mobile,1
11807,GourmetEats,470.72,Brazil,Mobile,0
11808,FashionGo,483.61,Australia,Tablet,0
11809,TechWorld,90.31,Brazil,Tablet,0
11810,GourmetEats,150.14,USA,Mobile,0
11811,AutoParts,312.25,Australia,Tablet,0
11812,GourmetEats,366.89,UK,Desktop,1
11813,FashionGo,6.83,Canada,Mobile,1
11814,GourmetEats,32.92,Australia,Desktop,0
11815,TechWorld,187.04,USA,Tablet,0
11816,AutoParts,326.35,Canada,Tablet,1
11817,FashionGo,81.09,Germany,Tablet,0
11818,TechWorld,443.52,Canada,Tablet,0
11819,FashionGo,66.63,Brazil,Desktop,0
11820,FashionGo,166.07,USA,Tablet,0
11821,GourmetEats,417.88,Brazil,Mobile,0
11822,GourmetEats,12.6,Australia,Desktop,0
11823,FashionGo,21.79,Australia,Desktop,0
11824,TechWorld,333.13,Canada,Tablet,1
11825,TechWorld,202.68,Germany,Desktop,1
11826,AutoParts,314.38,Canada,Mobile,1
11827,GourmetEats,26.19,Germany,Mobile,1
11828,GourmetEats,29.92,UK,Tablet,0
11829,GourmetEats,451.79,Australia,Desktop,1
11830,FashionGo,418.61,Brazil,Desktop,1
11831,GourmetEats,445.92,Germany,Tablet,1
11832,FashionGo,11.14,Australia,Tablet,0
11833,BookHive,94.87,USA,Desktop,1
11834,TechWorld,242.43,USA,Desktop,0
11835,BookHive,426.08,Brazil,Desktop,1
11836,FashionGo,369.42,UK,Tablet,0
11837,AutoParts,274.46,Brazil,Mobile,0
11838,AutoParts,315.51,Brazil,Mobile,1
11839,GourmetEats,320.01,UK,Desktop,0
11840,TechWorld,244.49,UK,Desktop,1
11841,BookHive,78.22,Germany,Tablet,1
11842,GourmetEats,373.93,Canada,Mobile,0
11843,AutoParts,163.45,UK,Mobile,0
11844,TechWorld,450.76,Brazil,Mobile,1
11845,TechWorld,428.21,USA,Mobile,1
11846,GourmetEats,154.68,USA,Mobile,0
11847,AutoParts,329.94,USA,Mobile,0
11848,GourmetEats,151.68,Germany,Mobile,1
11849,TechWorld,431.56,Canada,Desktop,0
11850,GourmetEats,111.31,Germany,Desktop,0
11851,FashionGo,498.62,Australia,Mobile,1
11852,GourmetEats,29.12,Brazil,Tablet,1
11853,FashionGo,438.83,Australia,Tablet,0
11854,TechWorld,408.01,Brazil,Tablet,0
11855,BookHive,24.44,Germany,Tablet,0
11856,BookHive,294.18,Germany,Tablet,1
11857,FashionGo,417.87,Australia,Tablet,0
11858,TechWorld,46.52,Canada,Desktop,0
11859,AutoParts,305.31,Germany,Mobile,0
11860,BookHive,467.71,USA,Mobile,1
11861,FashionGo,159.51,USA,Desktop,1
11862,BookHive,196.88,Australia,Tablet,1
11863,AutoParts,432.62,Brazil,Desktop,1
11864,TechWorld,178.0,UK,Tablet,1
11865,GourmetEats,441.3,Brazil,Mobile,1
11866,FashionGo,91.32,UK,Desktop,0
11867,TechWorld,331.62,Brazil,Mobile,0
11868,TechWorld,313.75,Canada,Mobile,0
11869,AutoParts,136.88,Australia,Tablet,1
11870,TechWorld,123.11,Germany,Mobile,1
11871,BookHive,111.57,Canada,Mobile,0
11872,GourmetEats,427.57,Canada,Tablet,1
11873,GourmetEats,232.38,USA,Desktop,0
11874,FashionGo,323.67,USA,Tablet,0
11875,AutoParts,391.57,USA,Tablet,1
11876,FashionGo,218.11,UK,Tablet,0
11877,AutoParts,50.89,UK,Tablet,0
11878,FashionGo,19.67,Australia,Mobile,0
11879,BookHive,414.66,Brazil,Mobile,1
11880,AutoParts,456.68,Canada,Mobile,1
11881,BookHive,377.04,Brazil,Tablet,1
11882,GourmetEats,72.83,Germany,Tablet,0
11883,AutoParts,93.07,USA,Mobile,0
11884,TechWorld,321.32,Canada,Mobile,1
11885,AutoParts,436.66,Canada,Mobile,0
11886,TechWorld,16.6,Canada,Desktop,0
11887,BookHive,277.4,Canada,Tablet,0
11888,GourmetEats,139.61,Australia,Mobile,1
11889,FashionGo,399.38,Germany,Tablet,0
11890,GourmetEats,37.32,Canada,Mobile,1
11891,AutoParts,498.72,UK,Desktop,1
11892,AutoParts,70.68,UK,Tablet,0
11893,BookHive,21.21,USA,Tablet,0
11894,GourmetEats,435.17,USA,Tablet,1
11895,FashionGo,83.85,Germany,Tablet,1
11896,TechWorld,176.03,Germany,Tablet,0
11897,BookHive,46.02,Brazil,Mobile,0
11898,AutoParts,418.7,Canada,Tablet,0
11899,GourmetEats,91.92,Germany,Mobile,0
11900,FashionGo,448.34,Canada,Mobile,0
11901,TechWorld,414.71,USA,Desktop,0
11902,AutoParts,109.78,Brazil,Tablet,1
11903,TechWorld,181.56,Brazil,Desktop,1
11904,BookHive,191.57,Germany,Mobile,0
11905,AutoParts,426.56,USA,Mobile,0
11906,TechWorld,122.25,Canada,Mobile,1
11907,BookHive,347.23,USA,Desktop,0
11908,TechWorld,311.92,UK,Tablet,0
11909,AutoParts,229.42,Germany,Desktop,1
11910,BookHive,230.72,USA,Desktop,1
11911,GourmetEats,256.68,Brazil,Tablet,0
11912,AutoParts,412.21,UK,Desktop,1
11913,BookHive,298.24,Canada,Tablet,0
11914,AutoParts,353.09,UK,Desktop,0
11915,GourmetEats,65.64,Australia,Tablet,0
11916,FashionGo,129.84,Australia,Mobile,0
11917,FashionGo,98.04,Canada,Tablet,0
11918,BookHive,447.81,UK,Mobile,1
11919,BookHive,62.05,Brazil,Desktop,0
11920,BookHive,443.96,Canada,Mobile,1
11921,BookHive,265.76,USA,Tablet,0
11922,BookHive,106.45,UK,Tablet,0
11923,GourmetEats,311.49,Brazil,Desktop,0
11924,BookHive,450.28,Canada,Desktop,0
11925,FashionGo,16.23,USA,Desktop,0
11926,FashionGo,185.62,Germany,Mobile,1
11927,TechWorld,198.14,USA,Desktop,1
11928,FashionGo,118.38,USA,Mobile,1
11929,TechWorld,239.94,USA,Tablet,1
11930,AutoParts,434.52,Australia,Tablet,0
11931,GourmetEats,470.86,Canada,Tablet,1
11932,TechWorld,477.07,USA,Tablet,1
11933,BookHive,225.49,Germany,Tablet,0
11934,TechWorld,83.93,Australia,Desktop,1
11935,BookHive,33.42,Brazil,Tablet,0
11936,TechWorld,294.04,Canada,Tablet,0
11937,FashionGo,50.69,Canada,Tablet,0
11938,GourmetEats,119.05,UK,Mobile,0
11939,BookHive,484.24,Australia,Mobile,0
11940,FashionGo,92.89,Canada,Tablet,1
11941,AutoParts,309.68,Canada,Tablet,1
11942,GourmetEats,331.65,Brazil,Tablet,0
11943,TechWorld,107.69,Canada,Mobile,1
11944,AutoParts,254.67,Canada,Desktop,0
11945,AutoParts,174.65,Canada,Tablet,1
11946,GourmetEats,75.47,UK,Desktop,0
11947,GourmetEats,114.81,USA,Mobile,0
11948,GourmetEats,63.71,Brazil,Tablet,1
11949,AutoParts,205.22,Canada,Tablet,0
11950,AutoParts,483.24,Canada,Tablet,1
11951,GourmetEats,163.44,USA,Tablet,1
11952,TechWorld,70.27,Germany,Desktop,0
11953,TechWorld,214.83,Brazil,Desktop,1
11954,FashionGo,341.9,Australia,Tablet,0
11955,BookHive,366.79,Germany,Tablet,0
11956,GourmetEats,186.81,USA,Tablet,1
11957,AutoParts,59.81,Australia,Tablet,1
11958,TechWorld,273.6,Canada,Tablet,0
11959,BookHive,343.15,Australia,Tablet,0
11960,AutoParts,431.0,Australia,Mobile,0
11961,AutoParts,281.47,USA,Desktop,0
11962,AutoParts,209.34,Australia,Mobile,0
11963,GourmetEats,339.34,Canada,Desktop,0
11964,GourmetEats,492.59,Brazil,Desktop,0
11965,BookHive,16.0,Germany,Mobile,0
11966,GourmetEats,95.51,Germany,Mobile,0
11967,FashionGo,37.16,Australia,Tablet,1
11968,AutoParts,155.78,Brazil,Desktop,1
11969,AutoParts,102.58,UK,Desktop,1
11970,GourmetEats,429.28,Germany,Tablet,1
11971,TechWorld,146.72,Canada,Mobile,0
11972,GourmetEats,19.8,UK,Mobile,1
11973,FashionGo,443.64,UK,Tablet,0
11974,AutoParts,244.2,Germany,Mobile,0
11975,AutoParts,439.91,Canada,Tablet,0
11976,FashionGo,236.82,USA,Tablet,0
11977,TechWorld,127.58,Germany,Desktop,1
11978,FashionGo,398.32,USA,Mobile,0
11979,BookHive,309.5,Brazil,Tablet,0
11980,BookHive,358.25,Canada,Tablet,1
11981,FashionGo,492.41,UK,Mobile,1
11982,FashionGo,475.95,Germany,Mobile,0
11983,BookHive,152.57,Canada,Desktop,1
11984,BookHive,102.48,Germany,Tablet,1
11985,FashionGo,490.62,Brazil,Desktop,0
11986,AutoParts,183.89,Canada,Desktop,0
11987,AutoParts,93.36,UK,Desktop,0
11988,FashionGo,376.43,Canada,Tablet,1
11989,TechWorld,470.14,Australia,Desktop,1
11990,GourmetEats,325.17,Brazil,Mobile,1
11991,GourmetEats,238.39,Australia,Tablet,1
11992,TechWorld,34.26,Brazil,Desktop,1
11993,TechWorld,304.36,USA,Mobile,1
11994,FashionGo,375.21,Canada,Tablet,0
11995,AutoParts,332.62,Germany,Desktop,0
11996,TechWorld,359.82,Brazil,Tablet,0
11997,TechWorld,193.67,UK,Desktop,0
11998,FashionGo,184.84,USA,Tablet,1
11999,BookHive,463.05,Germany,Tablet,1
12000,GourmetEats,51.59,Australia,Tablet,1
12001,FashionGo,64.67,Canada,Desktop,0
12002,AutoParts,177.84,Germany,Mobile,0
12003,GourmetEats,437.58,Canada,Tablet,1
12004,BookHive,184.89,Germany,Desktop,0
12005,BookHive,33.08,USA,Desktop,1
12006,BookHive,453.32,Australia,Tablet,1
12007,TechWorld,349.5,Canada,Mobile,0
12008,AutoParts,34.49,Germany,Mobile,0
12009,FashionGo,14.36,USA,Desktop,1
12010,GourmetEats,469.58,Canada,Mobile,1
12011,FashionGo,364.67,Brazil,Mobile,1
12012,GourmetEats,98.14,UK,Tablet,0
12013,TechWorld,278.95,UK,Desktop,1
12014,AutoParts,109.48,Germany,Mobile,0
12015,TechWorld,75.33,Germany,Tablet,1
12016,FashionGo,259.75,Brazil,Desktop,0
12017,TechWorld,347.64,Germany,Desktop,0
12018,BookHive,437.01,UK,Desktop,0
12019,FashionGo,456.24,USA,Mobile,1
12020,BookHive,136.59,Canada,Tablet,1
12021,BookHive,313.33,Brazil,Tablet,0
12022,TechWorld,419.8,Brazil,Desktop,1
12023,GourmetEats,27.82,Germany,Mobile,1
12024,FashionGo,220.99,Australia,Tablet,1
12025,FashionGo,6.91,UK,Tablet,1
12026,FashionGo,378.48,Brazil,Mobile,1
12027,BookHive,431.59,UK,Mobile,0
12028,FashionGo,89.33,Germany,Tablet,1
12029,BookHive,206.0,USA,Desktop,0
12030,TechWorld,85.08,Brazil,Mobile,0
12031,TechWorld,353.66,Germany,Tablet,1
12032,TechWorld,165.06,UK,Desktop,0
12033,FashionGo,365.05,Brazil,Tablet,0
12034,AutoParts,153.77,Canada,Mobile,1
12035,GourmetEats,231.92,UK,Desktop,1
12036,GourmetEats,153.31,USA,Desktop,1
12037,GourmetEats,176.58,Germany,Tablet,0
12038,GourmetEats,343.94,UK,Tablet,1
12039,AutoParts,486.41,Germany,Mobile,1
12040,AutoParts,255.87,Germany,Tablet,0
12041,TechWorld,94.3,Brazil,Mobile,1
12042,FashionGo,374.12,Australia,Tablet,0
12043,FashionGo,225.98,Australia,Tablet,0
12044,BookHive,60.65,Canada,Mobile,0
12045,AutoParts,51.09,Brazil,Mobile,0
12046,BookHive,368.03,Germany,Desktop,1
12047,GourmetEats,51.57,Brazil,Mobile,1
12048,AutoParts,224.09,Germany,Mobile,0
12049,TechWorld,198.32,Germany,Tablet,0
12050,AutoParts,163.57,Brazil,Desktop,0
12051,BookHive,389.58,Brazil,Tablet,1
12052,BookHive,48.47,UK,Tablet,0
12053,FashionGo,99.44,USA,Mobile,0
12054,FashionGo,468.21,UK,Tablet,1
12055,GourmetEats,230.23,Australia,Tablet,1
12056,TechWorld,108.21,USA,Desktop,0
12057,BookHive,357.26,USA,Mobile,1
12058,TechWorld,36.56,Canada,Tablet,0
12059,BookHive,275.54,Germany,Mobile,1
12060,FashionGo,358.52,Germany,Mobile,0
12061,TechWorld,327.49,USA,Tablet,0
12062,GourmetEats,379.88,Germany,Mobile,1
12063,AutoParts,172.15,Canada,Mobile,0
12064,AutoParts,326.48,Germany,Tablet,0
12065,TechWorld,47.18,Germany,Mobile,1
12066,FashionGo,389.01,USA,Mobile,1
12067,TechWorld,78.75,Australia,Tablet,1
12068,GourmetEats,154.28,USA,Tablet,1
12069,BookHive,10.33,Brazil,Desktop,1
12070,BookHive,157.81,Brazil,Desktop,0
12071,BookHive,386.89,Germany,Desktop,1
12072,BookHive,481.25,Germany,Tablet,1
12073,BookHive,400.32,USA,Tablet,0
12074,GourmetEats,201.41,Germany,Desktop,1
12075,BookHive,395.32,Brazil,Mobile,1
12076,GourmetEats,110.6,USA,Desktop,1
12077,AutoParts,259.92,USA,Desktop,0
12078,AutoParts,243.09,Canada,Mobile,0
12079,FashionGo,487.49,USA,Mobile,1
12080,FashionGo,457.27,UK,Tablet,0
12081,FashionGo,191.07,Canada,Mobile,1
12082,FashionGo,449.09,UK,Mobile,0
12083,GourmetEats,322.52,UK,Desktop,0
12084,AutoParts,203.62,USA,Tablet,0
12085,FashionGo,304.72,Germany,Mobile,0
12086,GourmetEats,18.17,Germany,Desktop,0
12087,AutoParts,299.51,UK,Mobile,0
12088,FashionGo,348.43,Canada,Mobile,0
12089,GourmetEats,423.49,UK,Desktop,1
12090,BookHive,396.78,UK,Mobile,0
12091,TechWorld,311.41,Brazil,Desktop,0
12092,AutoParts,6.52,Brazil,Desktop,0
12093,BookHive,450.51,Brazil,Desktop,1
12094,GourmetEats,57.4,Brazil,Desktop,1
12095,TechWorld,309.63,UK,Mobile,1
12096,AutoParts,40.69,USA,Mobile,0
12097,BookHive,199.79,Germany,Desktop,1
12098,BookHive,121.18,UK,Mobile,0
12099,GourmetEats,349.74,Brazil,Tablet,1
12100,FashionGo,334.84,USA,Desktop,0
12101,BookHive,189.43,UK,Mobile,0
12102,AutoParts,158.46,UK,Tablet,0
12103,BookHive,208.77,Canada,Tablet,0
12104,FashionGo,7.28,USA,Desktop,1
12105,GourmetEats,51.3,Germany,Desktop,1
12106,TechWorld,417.75,USA,Tablet,1
12107,AutoParts,495.76,Canada,Desktop,0
12108,AutoParts,250.48,Germany,Desktop,1
12109,FashionGo,455.39,Canada,Desktop,0
12110,GourmetEats,104.85,Brazil,Desktop,1
12111,FashionGo,156.52,UK,Mobile,0
12112,TechWorld,278.95,USA,Desktop,1
12113,TechWorld,299.78,Brazil,Tablet,0
12114,AutoParts,220.25,Canada,Tablet,0
12115,FashionGo,61.41,Canada,Mobile,1
12116,BookHive,121.21,Germany,Mobile,1
12117,GourmetEats,336.43,UK,Tablet,0
12118,AutoParts,5.34,Canada,Desktop,0
12119,GourmetEats,120.42,Canada,Desktop,0
12120,TechWorld,452.53,USA,Desktop,1
12121,AutoParts,132.89,Germany,Tablet,0
12122,BookHive,143.2,Brazil,Tablet,1
12123,GourmetEats,63.75,Canada,Desktop,1
12124,BookHive,73.45,UK,Mobile,1
12125,TechWorld,308.99,UK,Desktop,1
12126,BookHive,465.1,Germany,Desktop,0
12127,AutoParts,43.98,Canada,Tablet,0
12128,TechWorld,488.39,UK,Mobile,0
12129,GourmetEats,498.47,Canada,Mobile,0
12130,AutoParts,338.24,Canada,Mobile,1
12131,TechWorld,407.69,Australia,Mobile,1
12132,GourmetEats,159.96,USA,Mobile,0
12133,TechWorld,287.66,Australia,Mobile,1
12134,FashionGo,467.65,USA,Mobile,1
12135,FashionGo,44.12,Brazil,Mobile,1
12136,FashionGo,225.82,Canada,Tablet,0
12137,BookHive,295.3,USA,Tablet,1
12138,BookHive,291.05,Germany,Mobile,0
12139,TechWorld,122.42,UK,Tablet,0
12140,FashionGo,346.33,Australia,Mobile,0
12141,BookHive,256.09,Canada,Mobile,1
12142,TechWorld,78.42,USA,Desktop,0
12143,AutoParts,89.88,Australia,Tablet,0
12144,FashionGo,125.32,Canada,Desktop,1
12145,BookHive,450.66,Australia,Mobile,1
12146,AutoParts,270.07,Australia,Desktop,1
12147,BookHive,131.08,Australia,Desktop,1
12148,GourmetEats,89.74,Brazil,Desktop,1
12149,FashionGo,212.06,USA,Tablet,0
12150,GourmetEats,389.08,Australia,Mobile,0
12151,FashionGo,446.48,Canada,Mobile,0
12152,BookHive,198.64,USA,Tablet,1
12153,GourmetEats,27.47,UK,Tablet,0
12154,GourmetEats,386.6,UK,Tablet,1
12155,TechWorld,202.55,Australia,Tablet,0
12156,FashionGo,341.46,USA,Tablet,0
12157,TechWorld,410.58,USA,Tablet,0
12158,BookHive,141.82,UK,Desktop,1
12159,BookHive,129.32,Australia,Mobile,1
12160,AutoParts,169.47,USA,Mobile,0
12161,TechWorld,47.56,Brazil,Tablet,0
12162,TechWorld,296.26,Germany,Tablet,0
12163,FashionGo,123.7,USA,Tablet,0
12164,AutoParts,416.88,UK,Mobile,1
12165,BookHive,8.63,Germany,Mobile,1
12166,BookHive,354.78,Germany,Desktop,0
12167,TechWorld,138.56,Canada,Mobile,0
12168,FashionGo,41.23,Canada,Tablet,0
12169,FashionGo,176.71,Canada,Mobile,1
12170,TechWorld,217.56,Canada,Mobile,1
12171,TechWorld,118.88,UK,Tablet,0
12172,AutoParts,477.4,Australia,Mobile,0
12173,FashionGo,172.96,UK,Mobile,1
12174,AutoParts,68.2,Germany,Tablet,1
12175,GourmetEats,222.82,UK,Desktop,0
12176,AutoParts,115.23,UK,Mobile,0
12177,TechWorld,247.98,Australia,Tablet,0
12178,AutoParts,498.01,Germany,Desktop,0
12179,GourmetEats,254.71,UK,Tablet,1
12180,TechWorld,477.62,UK,Tablet,0
12181,BookHive,117.89,UK,Desktop,0
12182,FashionGo,28.26,Canada,Mobile,0
12183,AutoParts,450.78,Brazil,Desktop,1
12184,BookHive,452.32,Brazil,Desktop,0
12185,FashionGo,148.44,Germany,Mobile,0
12186,GourmetEats,89.06,USA,Mobile,0
12187,FashionGo,387.1,Australia,Desktop,1
12188,BookHive,27.06,Canada,Desktop,1
12189,BookHive,405.42,USA,Desktop,1
12190,GourmetEats,484.99,Canada,Tablet,0
12191,TechWorld,323.57,USA,Mobile,0
12192,BookHive,40.42,Australia,Tablet,0
12193,TechWorld,122.44,USA,Desktop,1
12194,BookHive,445.6,Australia,Desktop,0
12195,FashionGo,23.93,Germany,Mobile,0
12196,AutoParts,199.95,Australia,Mobile,0
12197,GourmetEats,216.22,Canada,Mobile,1
12198,GourmetEats,315.79,Germany,Mobile,0
12199,FashionGo,482.58,Australia,Tablet,1
12200,BookHive,285.75,Brazil,Mobile,1
12201,AutoParts,211.92,Brazil,Tablet,0
12202,TechWorld,490.7,Australia,Tablet,0
12203,FashionGo,278.6,Australia,Mobile,1
12204,AutoParts,10.61,USA,Tablet,1
12205,TechWorld,496.59,Canada,Desktop,1
12206,FashionGo,268.39,USA,Desktop,1
12207,TechWorld,480.16,Canada,Tablet,0
12208,BookHive,38.6,Brazil,Desktop,1
12209,BookHive,304.54,USA,Desktop,1
12210,TechWorld,38.41,Brazil,Desktop,0
12211,GourmetEats,281.36,Germany,Desktop,1
12212,FashionGo,58.83,UK,Mobile,0
12213,FashionGo,76.91,Brazil,Mobile,1
12214,GourmetEats,117.63,USA,Tablet,0
12215,TechWorld,8.49,Australia,Desktop,1
12216,AutoParts,478.4,UK,Desktop,1
12217,BookHive,31.34,Brazil,Desktop,0
12218,FashionGo,118.47,Germany,Tablet,0
12219,BookHive,171.35,Australia,Mobile,0
12220,AutoParts,386.56,USA,Mobile,0
12221,FashionGo,315.61,USA,Desktop,0
12222,FashionGo,318.89,Germany,Tablet,1
12223,GourmetEats,353.22,Brazil,Desktop,0
12224,FashionGo,431.28,Australia,Tablet,0
12225,AutoParts,215.1,Australia,Desktop,0
12226,GourmetEats,145.1,Germany,Desktop,1
12227,AutoParts,441.03,Germany,Mobile,0
12228,AutoParts,80.3,UK,Mobile,1
12229,GourmetEats,433.0,Germany,Desktop,1
12230,TechWorld,416.35,Brazil,Tablet,0
12231,TechWorld,379.84,Australia,Desktop,0
12232,TechWorld,114.18,Canada,Desktop,0
12233,GourmetEats,288.23,Brazil,Desktop,1
12234,FashionGo,411.72,Brazil,Tablet,0
12235,TechWorld,426.8,Canada,Mobile,1
12236,BookHive,415.81,UK,Mobile,0
12237,BookHive,469.14,Germany,Desktop,1
12238,FashionGo,213.78,Canada,Desktop,0
12239,TechWorld,104.96,Canada,Mobile,1
12240,BookHive,38.36,Australia,Mobile,1
12241,AutoParts,65.99,UK,Mobile,1
12242,GourmetEats,444.74,Australia,Mobile,1
12243,AutoParts,288.78,Germany,Tablet,0
12244,GourmetEats,415.26,Australia,Tablet,0
12245,FashionGo,487.45,USA,Tablet,0
12246,BookHive,391.16,UK,Mobile,0
12247,TechWorld,367.02,Canada,Mobile,1
12248,FashionGo,144.06,Brazil,Mobile,1
12249,BookHive,32.6,UK,Tablet,1
12250,AutoParts,202.32,USA,Desktop,0
12251,BookHive,124.08,Brazil,Desktop,0
12252,GourmetEats,484.21,UK,Mobile,1
12253,FashionGo,392.25,Australia,Tablet,0
12254,BookHive,101.41,UK,Tablet,1
12255,AutoParts,55.39,Canada,Desktop,0
12256,FashionGo,207.76,Canada,Desktop,1
